R,Ohm	C,pF	Temp,C
0000000000	0000100000	+025.00
Ch1,V	Ch2,V	Time,s
-00.0002	-00.0012	0000.000
-00.0002	-00.0012	0000.001
-00.0081	-00.0012	0000.002
-00.0161	-00.0006	0000.003
-00.0243	-00.0009	0000.004
-00.0313	-00.0009	0000.005
-00.0405	-00.0012	0000.006
-00.0478	-00.0015	0000.007
-00.0557	-00.0012	0000.008
-00.0637	-00.0012	0000.009
-00.0719	-00.0012	0000.010
-00.0798	-00.0015	0000.011
-00.0878	-00.0018	0000.012
-00.0960	-00.0021	0000.013
-00.1040	-00.0024	0000.014
-00.1119	-00.0027	0000.015
-00.1204	-00.0024	0000.016
-00.1284	-00.0030	0000.017
-00.1360	-00.0030	0000.018
-00.1442	-00.0036	0000.019
-00.1525	-00.0036	0000.020
-00.1598	-00.0039	0000.021
-00.1680	-00.0048	0000.022
-00.1763	-00.0055	0000.023
-00.1839	-00.0058	0000.024
-00.1925	-00.0064	0000.025
-00.2001	-00.0070	0000.026
-00.2083	-00.0073	0000.027
-00.2163	-00.0082	0000.028
-00.2242	-00.0094	0000.029
-00.2321	-00.0100	0000.030
-00.2404	-00.0113	0000.031
-00.2480	-00.0122	0000.032
-00.2559	-00.0137	0000.033
-00.2642	-00.0140	0000.034
-00.2724	-00.0158	0000.035
-00.2803	-00.0171	0000.036
-00.2883	-00.0186	0000.037
-00.2962	-00.0198	0000.038
-00.3045	-00.0222	0000.039
-00.3121	-00.0241	0000.040
-00.3206	-00.0259	0000.041
-00.3283	-00.0280	0000.042
-00.3362	-00.0305	0000.043
-00.3441	-00.0332	0000.044
-00.3527	-00.0366	0000.045
-00.3603	-00.0406	0000.046
-00.3685	-00.0436	0000.047
-00.3765	-00.0479	0000.048
-00.3844	-00.0528	0000.049
-00.3920	-00.0583	0000.050
-00.4006	-00.0647	0000.051
-00.4085	-00.0711	0000.052
-00.4165	-00.0784	0000.053
-00.4244	-00.0860	0000.054
-00.4323	-00.0940	0000.055
-00.4403	-00.1040	0000.056
-00.4488	-00.1126	0000.057
-00.4564	-00.1223	0000.058
-00.4647	-00.1321	0000.059
-00.4726	-00.1419	0000.060
-00.4802	-00.1538	0000.061
-00.4885	-00.1678	0000.062
-00.4967	-00.1843	0000.063
-00.5043	-00.2026	0000.064
-00.5126	-00.2227	0000.065
-00.5202	-00.2469	0000.066
-00.5285	-00.2725	0000.067
-00.5364	-00.3061	0000.068
-00.5443	-00.3433	0000.069
-00.5523	-00.3769	0000.070
-00.5605	-00.4031	0000.071
-00.5687	-00.4235	0000.072
-00.5764	-00.4416	0000.073
-00.5846	-00.4550	0000.074
-00.5922	-00.4669	0000.075
-00.6008	-00.4776	0000.076
-00.6087	-00.4870	0000.077
-00.6166	-00.4965	0000.078
-00.6243	-00.5084	0000.079
-00.6319	-00.5191	0000.080
-00.6408	-00.5276	0000.081
-00.6490	-00.5355	0000.082
-00.6569	-00.5432	0000.083
-00.6649	-00.5490	0000.084
-00.6725	-00.5536	0000.085
-00.6807	-00.5587	0000.086
-00.6890	-00.5630	0000.087
-00.6966	-00.5673	0000.088
-00.7045	-00.5719	0000.089
-00.7131	-00.5758	0000.090
-00.7210	-00.5804	0000.091
-00.7290	-00.5853	0000.092
-00.7372	-00.5896	0000.093
-00.7445	-00.5938	0000.094
-00.7534	-00.5984	0000.095
-00.7610	-00.6018	0000.096
-00.7692	-00.6051	0000.097
-00.7769	-00.6082	0000.098
-00.7848	-00.6109	0000.099
-00.7927	-00.6140	0000.100
-00.8007	-00.6167	0000.101
-00.8089	-00.6192	0000.102
-00.8171	-00.6219	0000.103
-00.8248	-00.6253	0000.104
-00.8330	-00.6286	0000.105
-00.8410	-00.6320	0000.106
-00.8486	-00.6366	0000.107
-00.8565	-00.6417	0000.108
-00.8654	-00.6527	0000.109
-00.8730	-00.6585	0000.110
-00.8809	-00.6622	0000.111
-00.8892	-00.6649	0000.112
-00.8971	-00.6668	0000.113
-00.9053	-00.6683	0000.114
-00.9130	-00.6698	0000.115
-00.9209	-00.6710	0000.116
-00.9288	-00.6723	0000.117
