R,Ohm	C,pF	Temp,C
0000000000	0000100000	+025.00
Ch1,V	Ch2,V	Time,s
-00.0002	-00.0009	0000.000
-00.0002	-00.0012	0000.001
+00.0596	-00.0003	0000.002
+00.1194	-00.0006	0000.003
+00.1796	+00.0000	0000.004
+00.2403	+00.0006	0000.005
+00.2998	+00.0003	0000.006
+00.3599	+00.0013	0000.007
+00.4203	+00.0013	0000.008
+00.4802	+00.0025	0000.009
+00.5403	+00.0031	0000.010
+00.6004	+00.0037	0000.011
+00.6608	+00.0049	0000.012
+00.7206	+00.0074	0000.013
+00.7808	+00.0138	0000.014
+00.8409	+00.0306	0000.015
+00.9010	+00.1645	0000.016
+00.9608	+00.4731	0000.017
+01.0212	+00.5817	0000.018
+01.0814	+00.6064	0000.019
+01.1412	+00.6290	0000.020
+01.2016	+00.6586	0000.021
+01.2614	+00.6681	0000.022
+01.3209	+00.6772	0000.023
+01.3813	+00.6836	0000.024
+01.4418	+00.6891	0000.025
+01.5022	+00.6955	0000.026
+01.5620	+00.7029	0000.027
+01.6221	+00.7062	0000.028
+01.6819	+00.7090	0000.029
+01.7421	+00.7126	0000.030
+01.8025	+00.7154	0000.031
+01.8626	+00.7175	0000.032
+01.9221	+00.7196	0000.033
+01.9825	+00.7224	0000.034
+02.0424	+00.7242	0000.035
+02.1031	+00.7257	0000.036
+02.1629	+00.7276	0000.037
+02.2227	+00.7288	0000.038
+02.2825	+00.7306	0000.039
+02.3426	+00.7322	0000.040
+02.4028	+00.7337	0000.041
+02.4629	+00.7343	0000.042
+02.5233	+00.7352	0000.043
+02.5828	+00.7364	0000.044
+02.6432	+00.7380	0000.045
+02.7037	+00.7383	0000.046
+02.7629	+00.7395	0000.047
+02.8236	+00.7404	0000.048
+02.8837	+00.7413	0000.049
+02.9438	+00.7425	0000.050
+03.0040	+00.7431	0000.051
+02.9438	+00.7431	0000.052
+02.8840	+00.7428	0000.053
+02.8242	+00.7428	0000.054
+02.7638	+00.7425	0000.055
+02.7037	+00.7425	0000.056
+02.6442	+00.7422	0000.057
+02.5834	+00.7419	0000.058
+02.5230	+00.7419	0000.059
+02.4635	+00.7413	0000.060
+02.4028	+00.7413	0000.061
+02.3433	+00.7407	0000.062
+02.2828	+00.7407	0000.063
+02.2233	+00.7401	0000.064
+02.1629	+00.7398	0000.065
+02.1025	+00.7392	0000.066
+02.0424	+00.7392	0000.067
+01.9825	+00.7389	0000.068
+01.9224	+00.7383	0000.069
+01.8626	+00.7383	0000.070
+01.8025	+00.7376	0000.071
+01.7427	+00.7373	0000.072
+01.6825	+00.7367	0000.073
+01.6227	+00.7361	0000.074
+01.5620	+00.7364	0000.075
+01.5022	+00.7358	0000.076
+01.4418	+00.7352	0000.077
+01.3816	+00.7346	0000.078
+01.3221	+00.7349	0000.079
+01.2620	+00.7340	0000.080
+01.2016	+00.7334	0000.081
+01.1415	+00.7334	0000.082
+01.0814	+00.7328	0000.083
+01.0215	+00.7318	0000.084
+00.9611	+00.7318	0000.085
+00.9007	+00.7306	0000.086
+00.8409	+00.7300	0000.087
+00.7811	+00.7294	0000.088
+00.7209	+00.7288	0000.089
+00.6605	+00.7285	0000.090
+00.6013	+00.7276	0000.091
+00.5406	+00.7264	0000.092
+00.4802	+00.7254	0000.093
+00.4206	+00.7245	0000.094
+00.3605	+00.7227	0000.095
+00.3007	+00.7212	0000.096
+00.2403	+00.7193	0000.097
+00.1799	+00.7169	0000.098
+00.1207	+00.7151	0000.099
