R,Ohm	C,pF	Temp,C
0000000000	0000100000	+025.00
Ch1,V	Ch2,V	Time,s
+00.0001	-00.0003	0000.000
-00.0002	-00.0009	0000.001
+00.0596	-00.0009	0000.002
+00.1200	+00.0000	0000.003
+00.1799	-00.0003	0000.004
+00.2397	+00.0000	0000.005
+00.3001	+00.0003	0000.006
+00.3605	+00.0003	0000.007
+00.4203	+00.0013	0000.008
+00.4805	+00.0016	0000.009
+00.5403	+00.0058	0000.010
+00.6007	+00.0122	0000.011
+00.6602	+00.0180	0000.012
+00.7206	+00.0589	0000.013
+00.7811	+00.2457	0000.014
+00.8406	+00.4941	0000.015
+00.9013	+00.5692	0000.016
+00.9605	+00.6058	0000.017
+01.0209	+00.6287	0000.018
+01.0810	+00.6510	0000.019
+01.1415	+00.6784	0000.020
+01.2013	+00.6922	0000.021
+01.2614	+00.7010	0000.022
+01.3212	+00.7111	0000.023
+01.3816	+00.7172	0000.024
+01.4421	+00.7224	0000.025
+01.5019	+00.7264	0000.026
+01.5617	+00.7300	0000.027
+01.6215	+00.7340	0000.028
+01.6813	+00.7376	0000.029
+01.7424	+00.7410	0000.030
+01.8022	+00.7434	0000.031
+01.8623	+00.7462	0000.032
+01.9227	+00.7483	0000.033
+01.9819	+00.7505	0000.034
+02.0420	+00.7523	0000.035
+02.1028	+00.7541	0000.036
+02.1629	+00.7560	0000.037
+02.2224	+00.7572	0000.038
+02.2822	+00.7590	0000.039
+02.3429	+00.7608	0000.040
+02.4031	+00.7615	0000.041
+02.4626	+00.7636	0000.042
+02.5233	+00.7645	0000.043
+02.5834	+00.7660	0000.044
+02.6435	+00.7676	0000.045
+02.7037	+00.7685	0000.046
+02.7635	+00.7697	0000.047
+02.8239	+00.7706	0000.048
+02.8837	+00.7715	0000.049
+02.9435	+00.7724	0000.050
+03.0037	+00.7737	0000.051
+02.9438	+00.7737	0000.052
+02.8837	+00.7740	0000.053
+02.8239	+00.7737	0000.054
+02.7638	+00.7734	0000.055
+02.7037	+00.7737	0000.056
+02.6435	+00.7734	0000.057
+02.5828	+00.7730	0000.058
+02.5236	+00.7724	0000.059
+02.4626	+00.7724	0000.060
+02.4037	+00.7721	0000.061
+02.3433	+00.7715	0000.062
+02.2828	+00.7715	0000.063
+02.2230	+00.7712	0000.064
+02.1623	+00.7706	0000.065
+02.1025	+00.7706	0000.066
+02.0430	+00.7703	0000.067
+01.9825	+00.7700	0000.068
+01.9227	+00.7694	0000.069
+01.8623	+00.7691	0000.070
+01.8025	+00.7691	0000.071
+01.7424	+00.7682	0000.072
+01.6822	+00.7679	0000.073
+01.6221	+00.7679	0000.074
+01.5617	+00.7669	0000.075
+01.5013	+00.7666	0000.076
+01.4421	+00.7666	0000.077
+01.3823	+00.7657	0000.078
+01.3218	+00.7651	0000.079
+01.2614	+00.7648	0000.080
+01.2016	+00.7639	0000.081
+01.1415	+00.7636	0000.082
+01.0814	+00.7633	0000.083
+01.0215	+00.7630	0000.084
+00.9611	+00.7618	0000.085
+00.9010	+00.7611	0000.086
+00.8409	+00.7602	0000.087
+00.7811	+00.7596	0000.088
+00.7206	+00.7587	0000.089
+00.6605	+00.7578	0000.090
+00.6007	+00.7569	0000.091
+00.5406	+00.7553	0000.092
+00.4805	+00.7541	0000.093
+00.4206	+00.7526	0000.094
+00.3602	+00.7505	0000.095
+00.3004	+00.7486	0000.096
+00.2400	+00.7459	0000.097
+00.1802	+00.7431	0000.098
+00.1197	+00.7401	0000.099
