R,Ohm	C,pF	Temp,C
0000000000	0000100000	+025.00
Ch1,V	Ch2,V	Time,s
-00.0005	-00.0006	0000.000
-00.0002	-00.0006	0000.001
-00.0200	-00.0009	0000.002
-00.0402	-00.0009	0000.003
-00.0603	-00.0006	0000.004
-00.0801	-00.0009	0000.005
-00.1003	-00.0009	0000.006
-00.1198	-00.0009	0000.007
-00.1406	-00.0015	0000.008
-00.1601	-00.0009	0000.009
-00.1802	-00.0009	0000.010
-00.2004	-00.0015	0000.011
-00.2199	-00.0012	0000.012
-00.2404	-00.0015	0000.013
-00.2602	-00.0015	0000.014
-00.2806	-00.0015	0000.015
-00.3005	-00.0018	0000.016
-00.3206	-00.0021	0000.017
-00.3408	-00.0018	0000.018
-00.3606	-00.0018	0000.019
-00.3811	-00.0018	0000.020
-00.4006	-00.0021	0000.021
-00.4207	-00.0024	0000.022
-00.4409	-00.0024	0000.023
-00.4610	-00.0024	0000.024
-00.4802	-00.0024	0000.025
-00.5004	-00.0024	0000.026
-00.5202	-00.0024	0000.027
-00.5410	-00.0027	0000.028
-00.5611	-00.0024	0000.029
-00.5809	-00.0027	0000.030
-00.6008	-00.0027	0000.031
-00.6212	-00.0030	0000.032
-00.6414	-00.0030	0000.033
-00.6609	-00.0030	0000.034
-00.6810	-00.0033	0000.035
-00.7009	-00.0033	0000.036
-00.7210	-00.0030	0000.037
-00.7409	-00.0030	0000.038
-00.7613	-00.0033	0000.039
-00.7811	-00.0033	0000.040
-00.8016	-00.0039	0000.041
-00.8208	-00.0039	0000.042
-00.8413	-00.0042	0000.043
-00.8614	-00.0039	0000.044
-00.8812	-00.0039	0000.045
-00.9017	-00.0039	0000.046
-00.9215	-00.0045	0000.047
-00.9414	-00.0042	0000.048
-00.9615	-00.0045	0000.049
-00.9813	-00.0039	0000.050
-01.0015	-00.0045	0000.051
-01.0213	-00.0045	0000.052
-01.0415	-00.0042	0000.053
-01.0616	-00.0045	0000.054
-01.0814	-00.0052	0000.055
-01.1019	-00.0048	0000.056
-01.1214	-00.0045	0000.057
-01.1419	-00.0052	0000.058
-01.1614	-00.0048	0000.059
-01.1818	-00.0055	0000.060
-01.2020	-00.0055	0000.061
-01.2215	-00.0052	0000.062
-01.2416	-00.0055	0000.063
-01.2615	-00.0055	0000.064
-01.2819	-00.0058	0000.065
-01.3021	-00.0055	0000.066
-01.3219	-00.0058	0000.067
-01.3417	-00.0061	0000.068
-01.3622	-00.0058	0000.069
-01.3820	-00.0061	0000.070
-01.4022	-00.0061	0000.071
-01.4217	-00.0067	0000.072
-01.4418	-00.0067	0000.073
-01.4623	-00.0064	0000.074
-01.4824	-00.0067	0000.075
-01.5026	-00.0067	0000.076
-01.5221	-00.0070	0000.077
-01.5425	-00.0067	0000.078
-01.5624	-00.0073	0000.079
-01.5825	-00.0070	0000.080
-01.6024	-00.0070	0000.081
-01.6228	-00.0073	0000.082
-01.6426	-00.0073	0000.083
-01.6631	-00.0073	0000.084
-01.6823	-00.0073	0000.085
-01.7028	-00.0079	0000.086
-01.7226	-00.0079	0000.087
-01.7418	-00.0079	0000.088
-01.7626	-00.0073	0000.089
-01.7827	-00.0082	0000.090
-01.8026	-00.0082	0000.091
-01.8227	-00.0082	0000.092
-01.8435	-00.0082	0000.093
-01.8627	-00.0085	0000.094
-01.8831	-00.0085	0000.095
-01.9024	-00.0085	0000.096
-01.9228	-00.0091	0000.097
-01.9426	-00.0085	0000.098
-01.9631	-00.0094	0000.099
-01.9829	-00.0091	0000.100
-02.0028	-00.0091	0000.101
-02.0229	-00.0091	0000.102
-02.0427	-00.0091	0000.103
-02.0626	-00.0097	0000.104
-02.0833	-00.0097	0000.105
-02.1032	-00.0094	0000.106
-02.1224	-00.0097	0000.107
-02.1434	-00.0097	0000.108
-02.1627	-00.0100	0000.109
-02.1840	-00.0097	0000.110
-02.2033	-00.0100	0000.111
-02.2228	-00.0100	0000.112
-02.2432	-00.0100	0000.113
-02.2637	-00.0100	0000.114
-02.2832	-00.0106	0000.115
-02.3037	-00.0106	0000.116
-02.3232	-00.0109	0000.117
