R,Ohm	C,pF	Temp,C
0000000000	0000100000	+025.00
Ch1,V	Ch2,V	Time,s
-00.0002	-00.0009	0000.000
-00.0002	-00.0006	0000.001
+00.0193	-00.0009	0000.002
+00.0398	-00.0009	0000.003
+00.0590	-00.0006	0000.004
+00.0798	-00.0009	0000.005
+00.0999	-00.0003	0000.006
+00.1200	+00.0000	0000.007
+00.1399	-00.0003	0000.008
+00.1594	-00.0003	0000.009
+00.1799	+00.0000	0000.010
+00.1997	+00.0000	0000.011
+00.2198	+00.0000	0000.012
+00.2400	+00.0003	0000.013
+00.2601	+00.0003	0000.014
+00.2800	+00.0003	0000.015
+00.3004	+00.0010	0000.016
+00.3199	+00.0010	0000.017
+00.3404	+00.0010	0000.018
+00.3599	+00.0010	0000.019
+00.3798	+00.0010	0000.020
+00.4002	+00.0016	0000.021
+00.4200	+00.0013	0000.022
+00.4405	+00.0013	0000.023
+00.4606	+00.0016	0000.024
+00.4799	+00.0019	0000.025
+00.5006	+00.0022	0000.026
+00.5198	+00.0022	0000.027
+00.5403	+00.0022	0000.028
+00.5604	+00.0025	0000.029
+00.5809	+00.0028	0000.030
+00.6004	+00.0034	0000.031
+00.6205	+00.0037	0000.032
+00.6407	+00.0037	0000.033
+00.6605	+00.0040	0000.034
+00.6807	+00.0043	0000.035
+00.7005	+00.0046	0000.036
+00.7203	+00.0052	0000.037
+00.7402	+00.0064	0000.038
+00.7606	+00.0074	0000.039
+00.7804	+00.0083	0000.040
+00.8012	+00.0095	0000.041
+00.8204	+00.0113	0000.042
+00.8406	+00.0132	0000.043
+00.8610	+00.0183	0000.044
+00.8805	+00.0592	0000.045
+00.9010	+00.3327	0000.046
+00.9202	+00.6070	0000.047
+00.9413	+00.6266	0000.048
+00.9605	+00.6369	0000.049
+00.9816	+00.6443	0000.050
+01.0008	+00.6501	0000.051
+01.0206	+00.6546	0000.052
+01.0411	+00.6589	0000.053
+01.0612	+00.6626	0000.054
+01.0810	+00.6906	0000.055
+01.1018	+00.6971	0000.056
+01.1210	+00.7010	0000.057
+01.1415	+00.7038	0000.058
+01.1616	+00.7062	0000.059
+01.1811	+00.7080	0000.060
+01.2016	+00.7108	0000.061
+01.2211	+00.7120	0000.062
+01.2419	+00.7141	0000.063
+01.2611	+00.7157	0000.064
+01.2815	+00.7172	0000.065
+01.3014	+00.7187	0000.066
+01.3218	+00.7199	0000.067
+01.3414	+00.7209	0000.068
+01.3612	+00.7224	0000.069
+01.3819	+00.7233	0000.070
+01.4015	+00.7239	0000.071
+01.4213	+00.7251	0000.072
+01.4412	+00.7257	0000.073
+01.4616	+00.7270	0000.074
+01.4820	+00.7282	0000.075
+01.5016	+00.7325	0000.076
+01.5220	+00.7337	0000.077
+01.5419	+00.7358	0000.078
+01.5623	+00.7380	0000.079
+01.5818	+00.7395	0000.080
+01.6017	+00.7404	0000.081
+01.6218	+00.7416	0000.082
+01.6423	+00.7422	0000.083
+01.6624	+00.7428	0000.084
+01.6819	+00.7441	0000.085
+01.7027	+00.7444	0000.086
+01.7216	+00.7456	0000.087
+01.7418	+00.7462	0000.088
+01.7625	+00.7474	0000.089
+01.7820	+00.7474	0000.090
+01.8028	+00.7486	0000.091
+01.8220	+00.7492	0000.092
+01.8425	+00.7502	0000.093
+01.8620	+00.7502	0000.094
+01.8824	+00.7508	0000.095
+01.9023	+00.7511	0000.096
+01.9224	+00.7520	0000.097
+01.9426	+00.7526	0000.098
+01.9621	+00.7532	0000.099
+01.9819	+00.7544	0000.100
+02.0024	+00.7541	0000.101
+02.0225	+00.7550	0000.102
+02.0424	+00.7553	0000.103
+02.0622	+00.7560	0000.104
+02.0826	+00.7566	0000.105
+02.1028	+00.7578	0000.106
+02.1226	+00.7584	0000.107
+02.1428	+00.7590	0000.108
+02.1629	+00.7590	0000.109
+02.1827	+00.7599	0000.110
+02.2026	+00.7599	0000.111
+02.2230	+00.7611	0000.112
+02.2425	+00.7611	0000.113
+02.2630	+00.7618	0000.114
+02.2825	+00.7624	0000.115
+02.3030	+00.7627	0000.116
+02.3237	+00.7630	0000.117
